n	real_n	max_n	Time (s)	m	r
237.0	237.0	330.0	0.43811798095703125	11.0	6.0
240.0	240.0	330.0	0.4792361259460449	11.0	6.0
244.0	244.0	330.0	0.46446776390075684	11.0	6.0
247.0	247.0	330.0	0.4789721965789795	11.0	6.0
250.0	250.0	330.0	0.5432493686676025	11.0	6.0
254.0	254.0	330.0	0.497175931930542	11.0	6.0
257.0	257.0	330.0	0.5178322792053223	11.0	6.0
260.0	260.0	330.0	0.5480916500091553	11.0	6.0
264.0	264.0	330.0	0.5645332336425781	11.0	6.0
267.0	267.0	330.0	0.6137616634368896	11.0	6.0
270.0	270.0	330.0	0.5622756481170654	11.0	6.0
273.0	273.0	330.0	0.6415548324584961	11.0	6.0
277.0	277.0	330.0	0.6000790596008301	11.0	6.0
280.0	280.0	330.0	0.6690247058868408	11.0	6.0
283.0	283.0	330.0	0.6244447231292725	11.0	6.0
287.0	287.0	330.0	0.6481838226318359	11.0	6.0
290.0	290.0	330.0	0.7480919361114502	11.0	6.0
293.0	293.0	330.0	0.687727689743042	11.0	6.0
297.0	297.0	330.0	0.7112720012664795	11.0	6.0
300.0	300.0	330.0	1.268869400024414	11.0	6.0
303.0	303.0	330.0	0.8719851970672607	11.0	6.0
306.0	306.0	330.0	0.802236795425415	11.0	6.0
310.0	310.0	330.0	0.8081505298614502	11.0	6.0
313.0	0.0	330.0	400.0006046295166	11.0	6.0
316.0	0.0	330.0	400.0006320476532	11.0	6.0
320.0	0.0	330.0	400.0005831718445	11.0	6.0
323.0	0.0	330.0	400.0005111694336	11.0	6.0
326.0	0.0	330.0	400.00075459480286	11.0	6.0
99.0	99.0	165.0	0.09886288642883301	11.0	7.0
100.0	100.0	165.0	0.10886812210083008	11.0	7.0
102.0	102.0	165.0	0.12632489204406738	11.0	7.0
103.0	103.0	165.0	0.10450267791748047	11.0	7.0
105.0	105.0	165.0	0.1090402603149414	11.0	7.0
107.0	107.0	165.0	0.11196613311767578	11.0	7.0
108.0	108.0	165.0	0.11404919624328613	11.0	7.0
110.0	110.0	165.0	0.11831903457641602	11.0	7.0
112.0	112.0	165.0	0.12025880813598633	11.0	7.0
113.0	113.0	165.0	0.12325572967529297	11.0	7.0
115.0	115.0	165.0	0.12540459632873535	11.0	7.0
117.0	117.0	165.0	0.13175010681152344	11.0	7.0
118.0	118.0	165.0	0.13271665573120117	11.0	7.0
120.0	120.0	165.0	0.1537322998046875	11.0	7.0
122.0	122.0	165.0	0.1506330966949463	11.0	7.0
123.0	123.0	165.0	0.1416475772857666	11.0	7.0
125.0	125.0	165.0	0.14545488357543945	11.0	7.0
127.0	127.0	165.0	0.14752864837646484	11.0	7.0
128.0	128.0	165.0	0.1532759666442871	11.0	7.0
130.0	130.0	165.0	0.15988540649414062	11.0	7.0
132.0	132.0	165.0	0.15994787216186523	11.0	7.0
133.0	133.0	165.0	0.16724133491516113	11.0	7.0
135.0	135.0	165.0	0.2229626178741455	11.0	7.0
136.0	136.0	165.0	0.17356181144714355	11.0	7.0
138.0	138.0	165.0	0.17601323127746582	11.0	7.0
140.0	140.0	165.0	0.1771528720855713	11.0	7.0
141.0	141.0	165.0	0.17916083335876465	11.0	7.0
143.0	143.0	165.0	0.18643975257873535	11.0	7.0
145.0	145.0	165.0	0.19608759880065918	11.0	7.0
146.0	146.0	165.0	0.19997859001159668	11.0	7.0
148.0	148.0	165.0	0.26421260833740234	11.0	7.0
150.0	150.0	165.0	0.21010947227478027	11.0	7.0
151.0	151.0	165.0	0.21390223503112793	11.0	7.0
153.0	153.0	165.0	0.26662230491638184	11.0	7.0
155.0	155.0	165.0	0.9518592357635498	11.0	7.0
156.0	156.0	165.0	1.4077496528625488	11.0	7.0
158.0	158.0	165.0	9.340522527694702	11.0	7.0
160.0	160.0	165.0	0.46753907203674316	11.0	7.0
161.0	161.0	165.0	0.6493856906890869	11.0	7.0
163.0	163.0	165.0	2.5633058547973633	11.0	7.0
33.0	33.0	55.0	0.019047975540161133	11.0	8.0
33.0	33.0	55.0	0.018950939178466797	11.0	8.0
34.0	34.0	55.0	0.019458770751953125	11.0	8.0
34.0	34.0	55.0	0.01990509033203125	11.0	8.0
35.0	35.0	55.0	0.020552873611450195	11.0	8.0
35.0	35.0	55.0	0.020633935928344727	11.0	8.0
36.0	36.0	55.0	0.02165818214416504	11.0	8.0
36.0	36.0	55.0	0.021270275115966797	11.0	8.0
37.0	37.0	55.0	0.022182464599609375	11.0	8.0
37.0	37.0	55.0	0.023520708084106445	11.0	8.0
38.0	38.0	55.0	0.023116588592529297	11.0	8.0
39.0	39.0	55.0	0.02457261085510254	11.0	8.0
39.0	39.0	55.0	0.024876832962036133	11.0	8.0
40.0	40.0	55.0	0.025475740432739258	11.0	8.0
40.0	40.0	55.0	0.02501058578491211	11.0	8.0
41.0	41.0	55.0	0.026404380798339844	11.0	8.0
41.0	41.0	55.0	0.027239322662353516	11.0	8.0
42.0	42.0	55.0	0.02699112892150879	11.0	8.0
42.0	42.0	55.0	0.027082204818725586	11.0	8.0
43.0	43.0	55.0	0.028084754943847656	11.0	8.0
44.0	44.0	55.0	0.029236555099487305	11.0	8.0
44.0	44.0	55.0	0.02876758575439453	11.0	8.0
45.0	45.0	55.0	0.03025960922241211	11.0	8.0
45.0	45.0	55.0	0.02989029884338379	11.0	8.0
46.0	46.0	55.0	0.030817031860351562	11.0	8.0
46.0	46.0	55.0	0.030788421630859375	11.0	8.0
47.0	47.0	55.0	0.031440019607543945	11.0	8.0
47.0	47.0	55.0	0.03413653373718262	11.0	8.0
48.0	48.0	55.0	0.03414320945739746	11.0	8.0
48.0	48.0	55.0	0.0341489315032959	11.0	8.0
49.0	49.0	55.0	0.037802696228027344	11.0	8.0
50.0	50.0	55.0	0.03536367416381836	11.0	8.0
50.0	50.0	55.0	0.03464365005493164	11.0	8.0
51.0	51.0	55.0	0.04768800735473633	11.0	8.0
51.0	51.0	55.0	0.038012027740478516	11.0	8.0
52.0	52.0	55.0	0.04303598403930664	11.0	8.0
52.0	52.0	55.0	0.03749704360961914	11.0	8.0
53.0	53.0	55.0	0.1292743682861328	11.0	8.0
53.0	53.0	55.0	0.03864693641662598	11.0	8.0
54.0	54.0	55.0	0.11640238761901855	11.0	8.0
6.0	6.0	11.0	0.002318143844604492	11.0	9.0
6.0	6.0	11.0	0.002166748046875	11.0	9.0
6.0	6.0	11.0	0.002159595489501953	11.0	9.0
6.0	6.0	11.0	0.002171754837036133	11.0	9.0
7.0	7.0	11.0	0.0026090145111083984	11.0	9.0
7.0	7.0	11.0	0.002590656280517578	11.0	9.0
7.0	7.0	11.0	0.0025856494903564453	11.0	9.0
7.0	7.0	11.0	0.002580404281616211	11.0	9.0
7.0	7.0	11.0	0.002587556838989258	11.0	9.0
7.0	7.0	11.0	0.002599954605102539	11.0	9.0
7.0	7.0	11.0	0.002579927444458008	11.0	9.0
7.0	7.0	11.0	0.002597808837890625	11.0	9.0
7.0	7.0	11.0	0.00258636474609375	11.0	9.0
8.0	8.0	11.0	0.0030527114868164062	11.0	9.0
8.0	8.0	11.0	0.003070354461669922	11.0	9.0
8.0	8.0	11.0	0.0030579566955566406	11.0	9.0
8.0	8.0	11.0	0.003055572509765625	11.0	9.0
8.0	8.0	11.0	0.003025531768798828	11.0	9.0
8.0	8.0	11.0	0.0030565261840820312	11.0	9.0
8.0	8.0	11.0	0.0030546188354492188	11.0	9.0
8.0	8.0	11.0	0.003038167953491211	11.0	9.0
8.0	8.0	11.0	0.003052949905395508	11.0	9.0
9.0	9.0	11.0	0.0035080909729003906	11.0	9.0
9.0	9.0	11.0	0.0035026073455810547	11.0	9.0
9.0	9.0	11.0	0.003512859344482422	11.0	9.0
9.0	9.0	11.0	0.0035152435302734375	11.0	9.0
9.0	9.0	11.0	0.0035202503204345703	11.0	9.0
9.0	9.0	11.0	0.003505229949951172	11.0	9.0
9.0	9.0	11.0	0.0034961700439453125	11.0	9.0
9.0	9.0	11.0	0.0035223960876464844	11.0	9.0
9.0	9.0	11.0	0.003494739532470703	11.0	9.0
10.0	10.0	11.0	0.003989458084106445	11.0	9.0
10.0	10.0	11.0	0.003976583480834961	11.0	9.0
10.0	10.0	11.0	0.003981828689575195	11.0	9.0
10.0	10.0	11.0	0.004107236862182617	11.0	9.0
10.0	10.0	11.0	0.003977775573730469	11.0	9.0
10.0	10.0	11.0	0.003969669342041016	11.0	9.0
10.0	10.0	11.0	0.003988504409790039	11.0	9.0
10.0	10.0	11.0	0.0040569305419921875	11.0	9.0
10.0	10.0	11.0	0.0039920806884765625	11.0	9.0
39.0	39.0	66.0	0.02728724479675293	12.0	2.0
40.0	40.0	66.0	0.028171539306640625	12.0	2.0
40.0	40.0	66.0	0.027801513671875	12.0	2.0
41.0	41.0	66.0	0.02977275848388672	12.0	2.0
42.0	42.0	66.0	0.03032994270324707	12.0	2.0
42.0	42.0	66.0	0.030125141143798828	12.0	2.0
43.0	43.0	66.0	0.03143739700317383	12.0	2.0
44.0	44.0	66.0	0.03272891044616699	12.0	2.0
44.0	44.0	66.0	0.032912492752075195	12.0	2.0
45.0	45.0	66.0	0.03321027755737305	12.0	2.0
46.0	46.0	66.0	0.035314321517944336	12.0	2.0
46.0	46.0	66.0	0.03482508659362793	12.0	2.0
47.0	47.0	66.0	0.0355374813079834	12.0	2.0
48.0	48.0	66.0	0.03733062744140625	12.0	2.0
48.0	48.0	66.0	0.03751707077026367	12.0	2.0
49.0	49.0	66.0	0.03789234161376953	12.0	2.0
50.0	50.0	66.0	0.0391237735748291	12.0	2.0
50.0	50.0	66.0	0.03921246528625488	12.0	2.0
51.0	51.0	66.0	0.041925907135009766	12.0	2.0
52.0	52.0	66.0	0.04160118103027344	12.0	2.0
52.0	52.0	66.0	0.042756080627441406	12.0	2.0
53.0	53.0	66.0	0.04288125038146973	12.0	2.0
54.0	54.0	66.0	0.044518470764160156	12.0	2.0
54.0	54.0	66.0	0.04488992691040039	12.0	2.0
55.0	55.0	66.0	0.04437398910522461	12.0	2.0
56.0	56.0	66.0	0.0530552864074707	12.0	2.0
56.0	56.0	66.0	0.048326969146728516	12.0	2.0
57.0	57.0	66.0	0.061161041259765625	12.0	2.0
58.0	58.0	66.0	0.06201601028442383	12.0	2.0
58.0	58.0	66.0	0.052370548248291016	12.0	2.0
59.0	59.0	66.0	0.05463266372680664	12.0	2.0
60.0	60.0	66.0	0.05451154708862305	12.0	2.0
60.0	60.0	66.0	0.05667734146118164	12.0	2.0
61.0	61.0	66.0	0.05529642105102539	12.0	2.0
62.0	62.0	66.0	0.05751395225524902	12.0	2.0
62.0	62.0	66.0	0.056549787521362305	12.0	2.0
63.0	63.0	66.0	0.15841460227966309	12.0	2.0
64.0	64.0	66.0	0.07380199432373047	12.0	2.0
64.0	64.0	66.0	0.06058478355407715	12.0	2.0
65.0	65.0	66.0	0.9491367340087891	12.0	2.0
132.0	132.0	220.0	0.18484091758728027	12.0	3.0
134.0	134.0	220.0	0.1919105052947998	12.0	3.0
136.0	136.0	220.0	0.19495129585266113	12.0	3.0
138.0	138.0	220.0	0.20683670043945312	12.0	3.0
140.0	140.0	220.0	0.22602319717407227	12.0	3.0
143.0	143.0	220.0	0.21053504943847656	12.0	3.0
145.0	145.0	220.0	0.21717500686645508	12.0	3.0
147.0	147.0	220.0	0.2277545928955078	12.0	3.0
149.0	149.0	220.0	0.2288503646850586	12.0	3.0
151.0	151.0	220.0	0.2531616687774658	12.0	3.0
154.0	154.0	220.0	0.2537956237792969	12.0	3.0
156.0	156.0	220.0	0.24822354316711426	12.0	3.0
158.0	158.0	220.0	0.3083922863006592	12.0	3.0
160.0	160.0	220.0	0.26083970069885254	12.0	3.0
162.0	162.0	220.0	0.27089643478393555	12.0	3.0
165.0	165.0	220.0	0.3006882667541504	12.0	3.0
167.0	167.0	220.0	0.2828514575958252	12.0	3.0
169.0	169.0	220.0	0.2843141555786133	12.0	3.0
171.0	171.0	220.0	0.2966458797454834	12.0	3.0
173.0	173.0	220.0	0.3286128044128418	12.0	3.0
176.0	176.0	220.0	0.30895161628723145	12.0	3.0
178.0	178.0	220.0	0.316713809967041	12.0	3.0
180.0	180.0	220.0	0.33022427558898926	12.0	3.0
182.0	182.0	220.0	0.3663747310638428	12.0	3.0
184.0	184.0	220.0	0.3432729244232178	12.0	3.0
187.0	187.0	220.0	0.3659672737121582	12.0	3.0
189.0	189.0	220.0	0.3992655277252197	12.0	3.0
191.0	191.0	220.0	0.3684368133544922	12.0	3.0
193.0	193.0	220.0	0.37603020668029785	12.0	3.0
195.0	195.0	220.0	0.3890364170074463	12.0	3.0
198.0	198.0	220.0	0.42647433280944824	12.0	3.0
200.0	200.0	220.0	0.4234275817871094	12.0	3.0
202.0	202.0	220.0	0.4203610420227051	12.0	3.0
204.0	204.0	220.0	0.49646449089050293	12.0	3.0
206.0	206.0	220.0	0.43578553199768066	12.0	3.0
209.0	209.0	220.0	1.1119213104248047	12.0	3.0
211.0	211.0	220.0	1.8134753704071045	12.0	3.0
213.0	213.0	220.0	2.7753853797912598	12.0	3.0
215.0	215.0	220.0	25.173194885253906	12.0	3.0
217.0	217.0	220.0	29.975302934646606	12.0	3.0
297.0	297.0	495.0	0.8233485221862793	12.0	4.0
301.0	301.0	495.0	0.9169044494628906	12.0	4.0
306.0	306.0	495.0	0.893000602722168	12.0	4.0
311.0	311.0	495.0	0.9417080879211426	12.0	4.0
316.0	316.0	495.0	0.9142425060272217	12.0	4.0
321.0	321.0	495.0	0.9029076099395752	12.0	4.0
326.0	326.0	495.0	0.9677438735961914	12.0	4.0
331.0	331.0	495.0	0.9915556907653809	12.0	4.0
336.0	336.0	495.0	1.0709381103515625	12.0	4.0
341.0	341.0	495.0	1.079148292541504	12.0	4.0
346.0	346.0	495.0	1.042776107788086	12.0	4.0
351.0	351.0	495.0	1.1026942729949951	12.0	4.0
356.0	356.0	495.0	1.1290137767791748	12.0	4.0
361.0	361.0	495.0	1.1775720119476318	12.0	4.0
366.0	366.0	495.0	1.2675838470458984	12.0	4.0
371.0	371.0	495.0	1.2530672550201416	12.0	4.0
376.0	376.0	495.0	1.293367624282837	12.0	4.0
381.0	381.0	495.0	1.3180193901062012	12.0	4.0
386.0	386.0	495.0	1.3691871166229248	12.0	4.0
391.0	391.0	495.0	1.3896279335021973	12.0	4.0
396.0	396.0	495.0	1.4422945976257324	12.0	4.0
400.0	400.0	495.0	1.489316463470459	12.0	4.0
405.0	405.0	495.0	1.5057353973388672	12.0	4.0
410.0	410.0	495.0	1.5895648002624512	12.0	4.0
415.0	415.0	495.0	1.5204968452453613	12.0	4.0
420.0	420.0	495.0	1.6135399341583252	12.0	4.0
425.0	425.0	495.0	1.6555981636047363	12.0	4.0
430.0	430.0	495.0	1.678551197052002	12.0	4.0
435.0	435.0	495.0	1.713196039199829	12.0	4.0
440.0	440.0	495.0	1.830758810043335	12.0	4.0
445.0	445.0	495.0	1.9741570949554443	12.0	4.0
450.0	450.0	495.0	2.002856492996216	12.0	4.0
455.0	455.0	495.0	3.1192197799682617	12.0	4.0
460.0	460.0	495.0	2.207090377807617	12.0	4.0
465.0	465.0	495.0	2.058842658996582	12.0	4.0
470.0	0.0	495.0	400.00088477134705	12.0	4.0
475.0	475.0	495.0	15.758233070373535	12.0	4.0
480.0	480.0	495.0	242.37100768089294	12.0	4.0
485.0	0.0	495.0	400.00098514556885	12.0	4.0
490.0	0.0	495.0	400.000864982605	12.0	4.0
475.0	475.0	792.0	1.9861423969268799	12.0	5.0
483.0	483.0	792.0	2.049010992050171	12.0	5.0
491.0	491.0	792.0	2.1270344257354736	12.0	5.0
498.0	498.0	792.0	2.1803181171417236	12.0	5.0
506.0	506.0	792.0	2.2322659492492676	12.0	5.0
514.0	514.0	792.0	2.3489980697631836	12.0	5.0
522.0	522.0	792.0	2.412750720977783	12.0	5.0
530.0	530.0	792.0	2.5329134464263916	12.0	5.0
538.0	538.0	792.0	2.506439447402954	12.0	5.0
546.0	546.0	792.0	2.5833780765533447	12.0	5.0
554.0	554.0	792.0	2.6360905170440674	12.0	5.0
562.0	562.0	792.0	2.8063650131225586	12.0	5.0
570.0	570.0	792.0	2.8226215839385986	12.0	5.0
578.0	578.0	792.0	2.8740408420562744	12.0	5.0
586.0	586.0	792.0	2.877054214477539	12.0	5.0
594.0	594.0	792.0	3.0867855548858643	12.0	5.0
601.0	601.0	792.0	3.1638903617858887	12.0	5.0
609.0	609.0	792.0	3.191986560821533	12.0	5.0
617.0	617.0	792.0	3.3456358909606934	12.0	5.0
625.0	625.0	792.0	3.459000825881958	12.0	5.0
633.0	633.0	792.0	3.572993278503418	12.0	5.0
641.0	641.0	792.0	3.6112658977508545	12.0	5.0
649.0	649.0	792.0	3.72292423248291	12.0	5.0
657.0	657.0	792.0	3.6831440925598145	12.0	5.0
665.0	665.0	792.0	3.881397247314453	12.0	5.0
673.0	673.0	792.0	4.126986980438232	12.0	5.0
681.0	681.0	792.0	4.206974029541016	12.0	5.0
689.0	689.0	792.0	4.399240970611572	12.0	5.0
696.0	696.0	792.0	4.691088676452637	12.0	5.0
704.0	704.0	792.0	4.815356969833374	12.0	5.0
712.0	712.0	792.0	4.593396425247192	12.0	5.0
720.0	720.0	792.0	5.024110555648804	12.0	5.0
728.0	728.0	792.0	5.751365900039673	12.0	5.0
736.0	0.0	792.0	400.001193523407	12.0	5.0
744.0	0.0	792.0	400.0012276172638	12.0	5.0
752.0	0.0	792.0	400.00119137763977	12.0	5.0
760.0	0.0	792.0	400.0012764930725	12.0	5.0
768.0	0.0	792.0	400.0012776851654	12.0	5.0
776.0	0.0	792.0	400.0011782646179	12.0	5.0
784.0	0.0	792.0	400.0011787414551	12.0	5.0
475.0	475.0	792.0	1.9947335720062256	12.0	6.0
483.0	483.0	792.0	2.1019036769866943	12.0	6.0
491.0	491.0	792.0	2.1242244243621826	12.0	6.0
498.0	498.0	792.0	2.2216858863830566	12.0	6.0
506.0	506.0	792.0	2.387021064758301	12.0	6.0
514.0	514.0	792.0	2.4478273391723633	12.0	6.0
522.0	522.0	792.0	2.380825996398926	12.0	6.0
530.0	530.0	792.0	2.5206656455993652	12.0	6.0
538.0	538.0	792.0	2.591712236404419	12.0	6.0
546.0	546.0	792.0	2.661912441253662	12.0	6.0
554.0	554.0	792.0	2.7812581062316895	12.0	6.0
562.0	562.0	792.0	2.7319562435150146	12.0	6.0
570.0	570.0	792.0	2.820781707763672	12.0	6.0
578.0	578.0	792.0	2.877260208129883	12.0	6.0
586.0	586.0	792.0	2.9839065074920654	12.0	6.0
594.0	594.0	792.0	3.125236988067627	12.0	6.0
601.0	601.0	792.0	3.293006658554077	12.0	6.0
609.0	609.0	792.0	3.174436092376709	12.0	6.0
617.0	617.0	792.0	3.464970827102661	12.0	6.0
625.0	625.0	792.0	3.4414665699005127	12.0	6.0
633.0	633.0	792.0	3.5243189334869385	12.0	6.0
641.0	641.0	792.0	3.5510811805725098	12.0	6.0
649.0	649.0	792.0	3.707376718521118	12.0	6.0
657.0	657.0	792.0	3.8400065898895264	12.0	6.0
665.0	665.0	792.0	3.90976881980896	12.0	6.0
673.0	673.0	792.0	4.0547404289245605	12.0	6.0
681.0	681.0	792.0	4.234404802322388	12.0	6.0
689.0	689.0	792.0	4.454428434371948	12.0	6.0
696.0	696.0	792.0	4.3246238231658936	12.0	6.0
704.0	704.0	792.0	4.317745923995972	12.0	6.0
712.0	712.0	792.0	6.97144341468811	12.0	6.0
720.0	720.0	792.0	370.7514297962189	12.0	6.0
728.0	728.0	792.0	24.127243041992188	12.0	6.0
736.0	0.0	792.0	400.00131344795227	12.0	6.0
744.0	0.0	792.0	400.00117540359497	12.0	6.0
752.0	0.0	792.0	400.00139331817627	12.0	6.0
760.0	0.0	792.0	400.0012927055359	12.0	6.0
768.0	0.0	792.0	400.0014908313751	12.0	6.0
776.0	0.0	792.0	400.00120520591736	12.0	6.0
784.0	0.0	792.0	400.0013644695282	12.0	6.0
297.0	297.0	495.0	0.8327906131744385	12.0	7.0
301.0	301.0	495.0	0.8310449123382568	12.0	7.0
306.0	306.0	495.0	0.8416764736175537	12.0	7.0
311.0	311.0	495.0	0.9089531898498535	12.0	7.0
316.0	316.0	495.0	0.9465246200561523	12.0	7.0
321.0	321.0	495.0	0.9861805438995361	12.0	7.0
326.0	326.0	495.0	0.9624807834625244	12.0	7.0
331.0	331.0	495.0	1.036808967590332	12.0	7.0
336.0	336.0	495.0	1.0355501174926758	12.0	7.0
341.0	341.0	495.0	1.0555319786071777	12.0	7.0
346.0	346.0	495.0	1.0683984756469727	12.0	7.0
351.0	351.0	495.0	1.1124324798583984	12.0	7.0
356.0	356.0	495.0	1.1530976295471191	12.0	7.0
361.0	361.0	495.0	1.19822096824646	12.0	7.0
366.0	366.0	495.0	1.302520513534546	12.0	7.0
371.0	371.0	495.0	1.2639169692993164	12.0	7.0
376.0	376.0	495.0	1.3130667209625244	12.0	7.0
381.0	381.0	495.0	1.3330812454223633	12.0	7.0
386.0	386.0	495.0	1.3277056217193604	12.0	7.0
391.0	391.0	495.0	1.3398618698120117	12.0	7.0
396.0	396.0	495.0	1.4576613903045654	12.0	7.0
400.0	400.0	495.0	1.409942626953125	12.0	7.0
405.0	405.0	495.0	1.5078060626983643	12.0	7.0
410.0	410.0	495.0	1.4925363063812256	12.0	7.0
415.0	415.0	495.0	1.5730419158935547	12.0	7.0
420.0	420.0	495.0	1.570526123046875	12.0	7.0
425.0	425.0	495.0	1.695087194442749	12.0	7.0
430.0	430.0	495.0	1.7158896923065186	12.0	7.0
435.0	435.0	495.0	1.777585744857788	12.0	7.0
440.0	440.0	495.0	1.772933006286621	12.0	7.0
445.0	445.0	495.0	1.8219327926635742	12.0	7.0
450.0	450.0	495.0	1.9217557907104492	12.0	7.0
455.0	455.0	495.0	2.051518440246582	12.0	7.0
460.0	460.0	495.0	2.4621164798736572	12.0	7.0
465.0	465.0	495.0	7.191161394119263	12.0	7.0
470.0	470.0	495.0	69.86620807647705	12.0	7.0
475.0	0.0	495.0	400.0010070800781	12.0	7.0
480.0	0.0	495.0	400.0009231567383	12.0	7.0
485.0	0.0	495.0	400.0010712146759	12.0	7.0
490.0	0.0	495.0	400.0009548664093	12.0	7.0
132.0	132.0	220.0	0.1883082389831543	12.0	8.0
134.0	134.0	220.0	0.18755269050598145	12.0	8.0
136.0	136.0	220.0	0.19494056701660156	12.0	8.0
138.0	138.0	220.0	0.30291008949279785	12.0	8.0
140.0	140.0	220.0	0.20816349983215332	12.0	8.0
143.0	143.0	220.0	0.21332478523254395	12.0	8.0
145.0	145.0	220.0	0.21687054634094238	12.0	8.0
147.0	147.0	220.0	0.22694015502929688	12.0	8.0
149.0	149.0	220.0	0.22877049446105957	12.0	8.0
151.0	151.0	220.0	0.24489593505859375	12.0	8.0
154.0	154.0	220.0	0.29794788360595703	12.0	8.0
156.0	156.0	220.0	0.26843857765197754	12.0	8.0
158.0	158.0	220.0	0.2861192226409912	12.0	8.0
160.0	160.0	220.0	0.2953064441680908	12.0	8.0
162.0	162.0	220.0	0.3046731948852539	12.0	8.0
165.0	165.0	220.0	0.32852673530578613	12.0	8.0
167.0	167.0	220.0	0.30347371101379395	12.0	8.0
169.0	169.0	220.0	0.31098437309265137	12.0	8.0
171.0	171.0	220.0	0.35791730880737305	12.0	8.0
173.0	173.0	220.0	0.32326769828796387	12.0	8.0
176.0	176.0	220.0	0.3589603900909424	12.0	8.0
178.0	178.0	220.0	0.3318912982940674	12.0	8.0
180.0	180.0	220.0	0.3918442726135254	12.0	8.0
182.0	182.0	220.0	0.35790324211120605	12.0	8.0
184.0	184.0	220.0	0.36139559745788574	12.0	8.0
187.0	187.0	220.0	0.378633975982666	12.0	8.0
189.0	189.0	220.0	0.39366912841796875	12.0	8.0
191.0	191.0	220.0	0.37909650802612305	12.0	8.0
193.0	193.0	220.0	0.37758755683898926	12.0	8.0
195.0	195.0	220.0	0.3896496295928955	12.0	8.0
198.0	198.0	220.0	0.4086437225341797	12.0	8.0
200.0	200.0	220.0	0.410017728805542	12.0	8.0
202.0	202.0	220.0	0.44196152687072754	12.0	8.0
204.0	204.0	220.0	0.43393564224243164	12.0	8.0
206.0	206.0	220.0	0.7463514804840088	12.0	8.0
209.0	209.0	220.0	5.740926504135132	12.0	8.0
211.0	211.0	220.0	3.7581615447998047	12.0	8.0
213.0	213.0	220.0	8.625376224517822	12.0	8.0
215.0	215.0	220.0	7.463068962097168	12.0	8.0
217.0	217.0	220.0	3.5078563690185547	12.0	8.0
39.0	39.0	66.0	0.02813434600830078	12.0	9.0
40.0	40.0	66.0	0.029709577560424805	12.0	9.0
40.0	40.0	66.0	0.029875516891479492	12.0	9.0
41.0	41.0	66.0	0.02964019775390625	12.0	9.0
42.0	42.0	66.0	0.03057384490966797	12.0	9.0
42.0	42.0	66.0	0.031090974807739258	12.0	9.0
43.0	43.0	66.0	0.03142571449279785	12.0	9.0
44.0	44.0	66.0	0.03286266326904297	12.0	9.0
44.0	44.0	66.0	0.03231048583984375	12.0	9.0
45.0	45.0	66.0	0.0333552360534668	12.0	9.0
46.0	46.0	66.0	0.03459358215332031	12.0	9.0
46.0	46.0	66.0	0.034966230392456055	12.0	9.0
47.0	47.0	66.0	0.03582119941711426	12.0	9.0
48.0	48.0	66.0	0.037853240966796875	12.0	9.0
48.0	48.0	66.0	0.037213802337646484	12.0	9.0
49.0	49.0	66.0	0.039342403411865234	12.0	9.0
50.0	50.0	66.0	0.039786577224731445	12.0	9.0
50.0	50.0	66.0	0.03959393501281738	12.0	9.0
51.0	51.0	66.0	0.04051470756530762	12.0	9.0
52.0	52.0	66.0	0.04172706604003906	12.0	9.0
52.0	52.0	66.0	0.04189753532409668	12.0	9.0
53.0	53.0	66.0	0.04227185249328613	12.0	9.0
54.0	54.0	66.0	0.048547983169555664	12.0	9.0
54.0	54.0	66.0	0.048500776290893555	12.0	9.0
55.0	55.0	66.0	0.05938434600830078	12.0	9.0
56.0	56.0	66.0	0.06003975868225098	12.0	9.0
